title,content,link,sources
"GetYourGuide Acquires Gidsy
","GetYourGuide, an online portal for tours and activities across the globe, acquired Gidsy, a Berlin, Germany-based peer-to-peer platform for discovering local experiences and things to do.
 The sum of the transaction was not disclosed.
 As a part of the deal, GetYourGuide will integrate Gidsy’s marketplace of experiences, which will be available at www.getyourguide.com. Gidsy’s team will join GetYourGuide. For the acquirer, which operates offices in Berlin, Las Vegas, and Zurich, the move aims to further strengthen its position as a portal for things to do all over the world.
 Founded in 2011 by Edial Dekker, CEO, Gidsy is a marketplace that allows people to explore, book and organize experiences, in over 140 cities and 40 countries. The company has been backed by Sunstone Capital, Index Ventures and by names such as Werner Vogels, Christophe Maire and Ashton Kutcher (read here).
 Read below the letter signed by any member of the team, which appeared on Gidsy’s home page
 Gidsy is now a part of GetYourGuide
 Just over a year ago, we set out to change the way people travel and explore the world. The idea was sparked from a failed mushroom hunt – we couldn’t find a local expert to help us pick wild mushrooms for a risotto – and grew from there. Together with a Community of local guides and experts, passionate explorers, makers, foodies, pilots and more, Gidsy quickly expanded from Berlin to over 140 cities across the world.
 Together with you, we brought Gidsy to every corner of the globe, started a Food Revolution, DIY’d over Maker Weekends, got together for Meetups and most importantly, had fun. We were constantly inspired and humbled by the wonderful stories we heard, and the people we met and were lucky to work with through Gidsy. Above all else, we must extend a heartfelt thank you to the amazing Gidsy Community, for everything.
 We’re thrilled to be joining forces with GetYourGuide to help connect travelers with unique experiences worldwide. GetYourGuide is the world’s leading platform for tours, attractions and activities, with over 19000 things to do all over the globe. We’ve known the awesome GetYourGuide team for some time now, and share a common vision, which is why we couldn’t be happier with this next big step.
 Our goals haven’t changed; we want to help anyone, anywhere to organize and find unique things to do. We want to foster connections between curious travelers and passionate locals. We believe the best things in life aren’t things, and we want to help change the way we all travel and experience the world.
 We’re very excited to get started on this next adventure, and hope you’ll come along.
 Keep exploring,
 The Gidsy team.","http://www.finsmes.com/2013/04/getyourguide-acquires-gidsy.html
",FinsmesGermany
"GME Medical Engineering Raises €750K in Funding
","GME Medical Engineering GmbH, a Nuremberg, Germany-based developer of a new generation of laser and light systems for dermatological applications, has raised €750k in funding.
 Backers include the High-Tech Gründerfonds, Bayern Kapital and Dr. Dieter Manstein, M.D.,  and Ph.D.
 Founded in June 2011 by Dr. Hans Amler, Ph. D., Dr. Stefan Schulze, Ph.D., Dr. Dietmar Fischer, Ph.D., and Dr. Manstein, GME combines proprietary innovative laser scanners, state-of-the-art electronics and laser sources designed for industrial applications.
 The company, which develops its products near Nuremberg, by a team of engineers and technicians experienced in lasers for dermatology, will be marketed globally by GME or partner companies.","http://www.finsmes.com/2011/12/gme-medical-engineering-raises-e750k-funding.html
",FinsmesGermany
"Sapiens Steering Brain Stimulation Raises €13M in Series A Financing
","Sapiens Steering Brain Stimulation GmbH, an Eindhoven, The Netherlands-based medical device company that develops solutions for deep brain stimulation (DBS) therapy, has raised €13m in a Series A financing round.
 The round was co-led by Wellington Partners and Edmond de Rothschild Investment Partners, with participation from Life Sciences Partners. As a result of their contribution to the development of the company’s system and underlying technologies, Philips and NeuroNexus Technologies become minority shareholders in Sapiens.
 The company intends to use the funds to further develop its brain stimulation system and software, which allows Deep brain stimulation (DBS) for the treatment of essential tremor, late-stage Parkinson’s disease, dystonia and obsessive compulsive disorders and epilepsy. DBS may have further potential to expand to other neurologic or psychiatric indications.
 DBS is a treatment based on the delivery of mild electrical pulses to specific areas in the brain via implanted probes that are connected to a battery-powered implantable pulse generator.
 Founded in 2011 by Michel Decré, Hubert Martens and CEO Sjaak Deckers as a spin off from Royal Philips Electronics, Sapiens is developing a DBS system comprising navigation and steering software and implants, which is designed to create a patient specific brain map and will support the surgeon in finding the ideal trajectory, avoiding critical structures en route to the target zone. It will also allow an accurate placement of electrodes in the target area of the brain.
 In conjunction with the funding, the following members have joined the company’s Board of Directors:
 – Hans Barella, former CEO, Philips Medical Systems, who joined as Chairman of the board;
 – Todd Whitehurst, MD, former VP Emerging Indications, Boston Scientific Neuromodulation;
 – Regina Hodits, general partner at Wellington Partners;
 – Olivier Litzka, partner at Edmond de Rothschild Investment Partners; and
 – Anne Portwich, partner at Life Sciences Partners.
 Lukas Guenther (Wellington Partners) and Geoffroy de Ribains (Edmond de Rothschild Investment Partners) will join as observers.","http://www.finsmes.com/2011/06/sapiens-steering-brain-stimulation-raises-e13m-series-financing.html
",FinsmesGermany
"The Mobility House Receives Investment from Alliance Ventures
","The Mobility House, a technology company that provides a platform for integrating vehicle batteries into power grids using intelligent charging, energy and storage solutions, received an investment from Alliance Ventures, the strategic venture capital arm of Renault-Nissan-Mitsubishi.
 The financial terms of the investment were not disclosed.
 Founded in 2009 by Thomas Raffeiner, CEO, The Mobility House aims to create a zero-emission energy and mobility future via a technology platform that integrates vehicle batteries into the power grid using intelligent charging, energy and storage solutions. The company operates globally from its Munich, Zurich and Sunnyvale (CA) sites, serving automotive manufacturers, fleet operators, installation companies, energy suppliers and electric car drivers in over 10 countries.
 Alliance member companies and The Mobility House have already embarked on several projects together. For instance, through collaboration with The Mobility House, the Nissan LEAF was the first electric car to be used in a Vehicle-to-Grid (V2G) project in Germany, in Hagen. Cooperating with Groupe Renault, the company will market large stationary energy storage systems made with electric vehicle batteries in Europe and contribute through its smart energy platform to make the Portuguese island of Porto Santo, near Madeira, a “smart island”.","http://www.finsmes.com/2019/06/the-mobility-house-receives-investment-from-alliance-ventures.html
",FinsmesGermany
"Boehringer Ingelheim Venture Fund Increases Funding to €250M
","Boehringer Ingelheim has increased funding for its corporate venture capital fund, from €100m to €250m. 
 The additional funds of the Boehringer Ingelheim Venture Fund (BIVF) will be used to invest in promising early stage startups, focusing on regenerative medicine, infectious diseases and immune oncology among others, as well as growing the portfolio in the U.S. and opening doors for the BIVF in digital health.
 This additional funding goes along with a doubling of the number of investment managers in the US.
 Led by Frank Kalkbrenner, M.D., Corporate Vice President and Head of the BIVF, the fund actively works to spin-out and create companies from academia, developing projects over a five to seven year time period with initial investments in seed or series A funding. Staged investments start with €0.5-3m and can amount to up to €10-15m in funding.
 This expansion builds on the BIVF’s existing portfolio of 21 biotech and early stage startups focused on various therapeutic areas of interest, including immune-oncology.","http://www.finsmes.com/2018/01/boehringer-ingelheim-venture-fund-increases-funding-to-e250m.html
",FinsmesGermany
"Seiratherm Raises Funding from HTGF and Bayern Kapital
","Seiratherm, a Herzogenaurach, Germany-based company that is developing innovative products for the controlled regulation of the body-core temperature, has raised a funding of undisclosed amount.
 Backers include High-Tech Gruenderfonds, Bayern Kapital and a strategic partner.
 The company intends to use the funds to develop the first generation of its devices for the regulation of the body-core temperature towards CE-certification.
 Founded in 2011, Seiratherm combines clinically proven methods and innovative technology to commercialize devices intended to cool-down the patient (“hypothermia”), maintain a specific target temperature and subsequently rewarm the patient automatically. The systematic lowering of the body-core temperature reduces the metabolic rate resulting in reduced neurological damages.","http://www.finsmes.com/2012/02/seiratherm-raises-funding-htgf-bayern-kapital.html
",FinsmesGermany
"Coredinate Receives Investment from HTGF
","Coredinate, an Uffenheim, Germany-based provider of a SaaS application for service companies, received an investment of undisclosed amount.
 Backers included High-Tech Gründerfonds, Bayern Kapital and a consortium of business angels.
 The company intends to use the funds to improve the quality of the software and increase sales in the domestic and international market.
 Led by Sebastian and Michael Kulig and CTO Konstantin Krassmann, Coredinate provides a SaaS application for service companies such as security, maintenance and cleaning services to manage their operations.
 It serves customers throughout Germany, Austria and Switzerland.","http://www.finsmes.com/2015/08/coredinate-receives-investment-from-htgf.html
",FinsmesGermany
"Zalando Receives Equity Investment from DST Global
","Zalando GmbH, a Berlin, Germany-based online fashion store, has received an equity investment from international investment firm DST Global.
 The amount remained undisclosed.
 DST, which has acquired a 4% of the company, will support the growth of Zalando in Europe. In addition to Germany, the company already operates in the UK, the Netherlands, and France.
 Founded in 2008 by David Schneider and Robert Gentz, Zalando is an online retailer for shoes, fashion and beauty products Its offerings include products for women, men
 and children from over 600 different international brands.","http://www.finsmes.com/2012/02/zalando-receives-equity-investment-dst-global.html
",FinsmesGermany
"Medical technology Investor SHS Raises Over €90M for Fifth Fund
","Tuebingen, Germany-based medical technology investor SHS Gesellschaft für Beteiligungsmanagement received capital commitments of over €90m in its fifth fund’s first closing.
 Investors include professional pension insurers, retirement funds, funds of funds, family offices, entrepreneurs and the SHS management team.
 The final target is €150m.
 The fifth generation of SHS funds is focused on life sciences, medical technology and healthcare companies in Germany, Austria and Switzerland but the firm is expanding its current focus to include Scandinavia and the Benelux countries.
 Investments of up to €30m per transaction in 12 to 15 companies are planned. Together with partners, equity transactions of up to €60m can be realized. Both majority and minority shareholdings are possible. The focus is on expansion and innovation financing, succession situations and changes in shareholder structures.
 Founded in 1993, the AIFM-registered firm is led by Managing Partners Reinhilde Spatscheck, Dr. Bernhard Schirmers, Hubertus Leonhardt and Uwe Steinbacher.","http://www.finsmes.com/2018/07/medical-technology-investor-shs-raises-over-e90m-for-fifth-fund.html
",FinsmesGermany
"HeavenHR Raises €6M in Funding
","HeavenHR GmbH, a Berlin, Germany-based provider of a free cloud HR management platform for small and medium enterprises (SME), raised more than €6m in Series A financing round. 
 The round was led by Target Global and OpenOcean with participation from Piton Capital and Mutschler Ventures.
 The company intends to use the funds for technical optimization of the platform and to accelerate growth.
 Incepted at the company builder Warpspeed Ventures by founder and Managing Director Johannes Roggendorf, HeavenHR provides a cloud-based human resources management platform that offer tools to digitize and automate HR administrative tasks as well as to enable money management and HR staff to focus on recruiting, training and engaging employees. Free features include digital contracts, electronic personnel file, absence management, time tracking. Additional services include payroll, benefits, pension and insurance management.
 In addition to Germany, the company is also active in France, Switzerland and Austria employing some 45 people.
 FinSMEs","http://www.finsmes.com/2016/08/heavenhr-raises-e6m-in-funding.html
",FinsmesGermany
"Wimdu Raises $90m in Funding
","Wimdu GmbH, a German company that operates a global marketplace  for all types of accommodation, has raised $90m in funding. 
 Investors include Rocket Internet and Kinnevik.
 The company intends to use the funds to  grow its network.
 The website allows users to list, find and book private spaces on any budget. Wimdu has been launched in eleven languages and operates throughout Europe, Asia and the Americas. The platform also provides destination information including travel tips and virtual guided tours. It currently features over 10,000 private accommodations in more than 50 countries.
 Co-founded by CEO Arne Bleckwenn and Russell Goldman, head of US operations, the company currently employs 400 people in 15 offices worldwide.","http://www.finsmes.com/2011/06/wimdu-raises-90m-funding.html
",FinsmesGermany
"Kitchen Stories Raises $1.8M Seed Funding Round
","Kitchen Stories, a Berlin, Germany-based iOS cookbook app, raised $1.8m seed funding round.
 Backers included Point Nine Capital and BDMI, along with angel investors Cherry Ventures, Moritz Hohl, Verena Pausder, Frederik Fleck, and others.
 The company intends to use the funds to expand the team, boost internationalization and the product, build up its community the “Kitchen Stories Family”, which will allow users to connect with each other and share their own recipes, and launch an Android app.
 Launched in 2014 by Verena Hubertz and Mengting Gao, Kitchen Stories offers recipes with step-by-step images, texts, and 5 minute demonstration videos. The app also offers practical cooking features, such as a shopping list, timer, and a measurement converter. With over 3 million downloads on iOS devices in 150 countries, it was announced as one of the Best Apps of 2014 by Apple.
 It is available on the AppStore here
 FinSMEs","http://www.finsmes.com/2015/01/kitchen-stories-raises-1-8m-seed-funding-round.html
",FinsmesGermany
"Desino Raises First Funding
","Desino, a Cologne, Germany-based provider of a wheelchair with dynamic seating system, raised an undisclosed amount of first funding round.
 High-Tech Gründerfonds and business angel Dieter Lorenzen made the investment.
 The company intends to use the funds for the technological development of the system for a market entrance in the first half of 2015.
 Founded in Cologne in 2012 by engineer Roman Pagano, graduate sport scientist Daniel Levedag and designer Thyl Junker, Desino develops – In cooperation with the Paraplegia Centre in Godeshöhe, RWTH Aachen and German Sport University Cologne – a novel seating system for wheelchairs, which keeps spine and back muscles in continuous motion, which is based on the movement of a walking person and is additionally supported by a new lever propulsion system.
 These dynamic seating systems are already established in the office furniture industry and the company now aims to make this also available to people, who spent the most time in a seating posture.","http://www.finsmes.com/2014/03/desino-raises-first-funding.html
",FinsmesGermany
"pvXchange Receives Investment from WHEB Partners
","pvXchange GmbH, a Berlin, Germany-based B2B exchange for photovoltaic modules and inverters, has received an investment of undisclosed amount from clean technology private equity firm WHEB Partners.
 The company intends to use the funds to invest in technology development and entry into new international markets. The company already operates throughout Europe, the USA, Canada and East Asia.
 Founded in 2004 by Managing Director Kai Malkwitz, pvXchange is an online trading platform where potential suppliers and buyers are connected to sell and purchase components. The company’s customer service team help complete transactions and provide technical advice and market perspective.
 In 2010, 184 megawatts of solar modules were traded on the exchange.","http://www.finsmes.com/2011/05/pvxchange-receives-investment-wheb-partners.html
",FinsmesGermany
"InnoGames Receives Investment from MTG
","InnoGames, a Hamburg, Germany-based online games developer and publisher, received a growth investment from international digital entertainment group MTG (Modern Times Group MTG AB (publ.)). 
 MTG acquired a 35% stake in the company from Eight Roads Ventures and the founders. The transaction – which is subject to German and Austrian merger approvals – is based on an Enterprise Value of €260m for 100% of the company. MTG has an option to acquire a further 16% at the same valuation.
 The investment will enable InnoGames to continue to develop several new mobile-only game titles which will be released in the next 12 months.
 Founded in 2007, InnoGames is a large scale global online games developer and publisher operating a free-to-play model with revenues coming from in-game purchasing from 150 million registered users. Games include Elvenar, Tribal Wars I & II, Grepolis, The West and Forge of Empires.
 The company, which runs four studios (three in Hamburg and one in Dusseldorf) and employs 400 people, has expected revenues of approximately €125m in 2016.
 The current management team – led by Hendrik Klindworth, CEO – will continue to drive the development of the company moving forward.
 For Stockholm, Sweden-based MTG, the investment creates a third digital entertainment vertical for MTGx alongside its esports (ESL and DreamHack) and MPN businesses (Zoomin.TV and Splay).","http://www.finsmes.com/2016/10/innogames-receives-investment-from-mtg.html
",FinsmesGermany
"Monoqi Raises Funding from Hasso Plattner Ventures
","According to local reports, Monoqi, a Berlin, Germany-based online private shopping club for design, has raised funding from Hasso Plattner Ventures.
 The amount of the deal was not disclosed.
 Led by CEO Simon Fabich and CFO Felix Schlegel, MONOQI handpicks design worldwide and offers members the chance to buy limited edition design at friendship prices. According to the company’s website, these special offers are possible because they know the designers that they are introducing, an advantage that they pass directly and exclusively on to MONOQI members.","http://www.finsmes.com/2012/08/monoqi-raises-funding-hasso-plattner-ventures.html
",FinsmesGermany
"LiquidM Raises $5M in Series A Funding
","LiquidM, a San Francisco, CA-based provider white-labeled mobile advertising management platform (MAMP), raised $5M in Series A funding.
 Backers included Blumberg Capital, Earlybird, and Asset Management.
 The company intends to use the funds to grow and expand marketing efforts.
 Led by Christof Wittig, CEO, LiquidM has just launched its cloud-based, white-labeled mobile advertising management platform, which allows mobile media buyers to optimize their management processes across the full range of premium to performance advertising. It can easily integrate with any other tool in the market, whether it be from suppliers, trackers, data warehouses, etc.
 Customers include like M&C Saatchi, Orange, Fetch, Madvertise Media, and Mobilike.
 The company also has offices in New York, London, Berlin (here it is hiring) and Singapore.","http://www.finsmes.com/2013/10/liquidm-raises-5m-series-funding.html
",FinsmesGermany
"Yara International Acquires ZIM Plant Technology
","Yara International ASA, a provider of solutions for sustainable agriculture and the environment, has acquired Hennigsdorf, Germany-based water sensor company ZIM Plant Technology GmbH.
 Led by Prof. Dr. Ulrich Zimmermann, founder, ZIM Plant Technology sells crop water sensor technology, which is mostly used in high-precision irrigation systems to improve yields and water use efficiency. It is backed by High-Tech Gruenderfonds.
 Following the close of the transaction, which is subject to normal conditions, Yara will incorporate the knowledge and technology of ZIM Plant Technology into its existing crop nutrition solutions.
 Founded in Norway in 1905, Yara has a worldwide presence with sales to 150 countries.","http://www.finsmes.com/2013/11/yara-international-acquires-zim-plant-technology.html
",FinsmesGermany
"Stuffle Raised Second Funding
","Stuffle, a Hamburg, Germany-based start-up providing a flea market app, raised a financing round of undisclosed amount.
 Backers included SEDO founder Tim Schumacher, which recently made a six-figure investment, and High-Tech Gründerfonds (HTGF), which is acquiring a minority shareholding for a mid six-figure amount.
 The company intends to use the capital to continue to grow and release an Android version of Stuffle at the beginning of 2013.
 Launched eight months ago by Morten Hartmann, managing director, Stuffle aims to be a mobile flea market that allows people to buy and sell used items. Users can posting a picture, a short description and a price. Buyers find available offers based on the distance to sellers’ location. Buyers and sellers can exchange further information, negotiate the price and organize pick-up via private messages.
 The app is currently available in English and German with more languages to come for iPhone, iPad and iPod touch.
 The company currently employs a staff of 15.","http://www.finsmes.com/2013/01/stuffle-raised-funding.html
",FinsmesGermany
"Riverside Adds Dörte Höppner as COO for Europe
","Global private equity firm The Riverside Company has hired Dörte Höppner as Chief Operating Officer, Riverside Europe Fund.
 Höppner has served as Chief Executive and Secretary General at Invest Europe (2011-2016) and Managing Director at the German Private Equity and Venture Capital Association (2007-2011). Most recently she served as Managing Director at German law firm P+P.
 At Riverside, Höppner will work with senior transactors to set and track goals in Europe, develop and lead process improvements, manage the budget in Europe and work closely with the firm’s Global Talent Management team, among many other duties.
 In addition to her COO Europe duties, Höppner will focus on supporting investor relations efforts. She will work out of Riverside’s Munich and London offices.
 Höppner will replace Avi Turetsky, who will transition out of the firm over the summer to focus on private equity research. Turetsky has been with Riverside for more than 10 years, and is completing his Ph.D. in Management. His research focuses on the factors that drive outperformance in our industry.","http://www.finsmes.com/2017/05/riverside-adds-dorte-hoppner-as-coo-for-europe.html
",FinsmesGermany
"POSpulse Raises €3M in Series B Financing
","POSpulse, a Berlin, Germany-based shopper insights intelligence provider, raised €3M in Series B financing. 
 Backers included Paul Kraut, former shareholder and managing director of toy manufacturer Schleich, as well as moebel.de founder Robert Kabs with his company Follow the Rabbit Ventures.
 Developed by etventure’s company building team, which is led by Sebastian Esser, a startup expert and former employee of Team Europe, and led by Dominic Blank, Founder and Managing Director, POSpulse provides a shopper insights intelligence platform offering real-time information, benchmarks and recommended actions. The platform analyzes all processes throughout the customer decision journey in order to support retailers and manufacturers in the marketing of their products. Using the ShopScout app, real consumers act as “scouts” passing on their verdicts and impressions of product concepts, shop design and customer satisfaction – both in terms of online shopping and directly in brick-and-mortar stores. The end result is that clients receive individual analysis which POSpulse is able to translate into concrete recommendations for action.
 Clients include Mondelēz International, Mars Petcare, Media Markt, METRO, STORCK, Vodafone, and Yakult, among others.
 The company intends to use the funds to launch its products in additional international markets after Italy, Spain, Poland and the Czech Republic in 2016.
 FinSMEs","http://www.finsmes.com/2017/07/pospulse-raises-e3m-in-series-b-financing.html
",FinsmesGermany
"Intelligent Apps Receives Investment from T-Venture and e42
",,"http://www.finsmes.com/2010/10/intelligent-apps-receives-investment-from-t-venture-and-e42.html
",FinsmesGermany
"relayr Raises US$30m in Funding
","relayr, a Berlin, Germany-based provider of complete IoT solutions, raised approx. US$30m in funding. 
 Backers included B37, Purple Arch and DTCP (Deutsche Telekom Capital Partners).
 The company intends to use the capital to further expand its core activities in the tech sector and continue growing in areas such as AI-driven industry 4.0 connectivity.
 Led by Josef Brunner, CEO, relayr delivers a protocol-agnostic IoT middleware platform, device management and data analytics capabilities, as well as an agile professional services teams which are used by hundreds of companies worldwide.
 Through artificial intelligence, relayr identifies business-relevant processes and offers applications, e.g. for predictive maintenance or for digital simulation of product behavior (digital twin).
 In addition to the technological aspect, the company will focus on the business topics financing and insurance of digital transformation projects.","http://www.finsmes.com/2018/02/relayr-raises-us30m-in-funding.html
",FinsmesGermany
"CryoTherapeutics Raises Funding; Brings Series A to €6.5M
","CryoTherapeutics GmbH, a Cologne, Germany-based developer of a proprietary cryotherapy system for use in the treatment of coronary artery disease, completed an extension to its Series A financing bringing the total of the round to €6.5m.
 The round was led by Peppermint Venture Partners (PVP) via its Charité Biomedical Fund with participation from existing investors NRW.BANK, Rainer Christine Asset Management GmbH, High-Tech Gründerfonds (HTGF) and Getz Brothers and new investor KfW.
 Established in December 2009 and led by Led by Maurice Buchbinder MD, Chief Medical Officer, and John Yianni PhD, Managing Director, CryoTherapeutics is focusing on developing a novel catheter system, which utilizes cryoenergy to treat and prevent heart attacks. The initial objective of the company is the demonstration of the clinical benefit in the treatment of heart attack patients using this catheter-based system that will be utilized by interventional cardiologists.
 FinSMEs","http://www.finsmes.com/2014/05/cryotherapeutics-raises-funding-brings-series-a-to-e6-5m.html
",FinsmesGermany
"Dreamlines Secures $55M in Series E Funding
","Dreamlines, a Hamburg, Germany-based online travel agency specializing in cruise line related travel, raised $55m in series E funding.
 The round was led by Princeville Global, with participation from existing investors HV Holtzbrinck Ventures, Target Global, Dimaventures, Hasso Plattner Ventures, TruVenturo and Global Founders. In conjunction with the funding, Princeville Global’s Emmanuel DeSousa will join the Dreamlines board.
 The company intends to use the funds for continued growth and international expansion.
 Launched in 2012 by Felix Schneider, CEO, Dreamlines is an online travel agency specializing in cruise line related travel. The company connects customers to a large portfolio of cruises around the world, partnering with over 100 operators, including exclusive packages from Dreamlines.","http://www.finsmes.com/2018/05/dreamlines-secures-55m-in-series-e-funding.html
",FinsmesGermany
"rankingCoach Raises €5 in Equity Funding
","rankingCoach, a Cologne, Germany-based provider of cloud-based online marketing solutions, raised €5 in equity funding. 
 United Internet acquired 29.93% stake in the company via United Internet Investment Holding GmbH.
 The capital increase – still subject to approval by the relevant anti-trust authorities – is aimed in particular at driving technical product development, the expansion of services, and the company’s further internationalization as well as to become technology partner of United Internet subsidiary 1&1 Internet.
 Based in Cologne, rankingCoach was Founded in 2014 by Daniel Wette, Marius Gerdan and Thomas Meierkord as a spin-off of a major online marketing agency, Rankingcoach provides companies with cloud-based online marketing solutions to improve their SEO listing.
 Today, it works via an international team of over 60 specialists in Cologne (Germany) and Arad (Romania) to support small and mid-size enterprises (SMEs) in 11 languages and 24 countries.
 rankingCoach markets its products both directly to end-users and agencies, as well as indirectly via international partners, such as hosting providers, telecommunications companies and publishers.
 To date, the company has been mainly financed by the family office “Wecken & Cie”, based in Switzerland.
 In addition to the equity stake, rankingCoach and the United Internet subsidiary 1&1 Internet SE have signed a long-term cooperation agreement for 1&1 to use the online marketing solutions of rankingCoach as part of its hosting and cloud products marketed in Europe and North America.","http://www.finsmes.com/2017/03/rankingcoach-raises-e5-in-equity-funding.html
",FinsmesGermany
"BLUE LION mobile Recently Closed a “Multi-Million” Euro Series B Funding Round
",,"http://www.finsmes.com/2011/01/blue-lion-mobile-recently-closed-a-multi-million-euro-series-b-funding-round.html
",FinsmesGermany
"LEDeXCHANGE Receives Seed Financing from High-Tech Gruenderfonds
","LEDeXCHANGE GmbH, a Rheinbreitbach, Germany-based company that develops and produces LED lighting products, has received seed financing from High-Tech Gruenderfonds.
 The company intends to use the capital, whose amount was not disclosed, to fulfill existing contracts and expand its sales activities.
 Founded in 2011 and led by Mathias Gladner, Managing Director, LEDeXCHANGE specializes in LED lighting products suitable for large-scale retrofit projects.
 All the company’s products are manufactured in conformance with both EU Directive 2002/95/EC (RoHS) governing the use of hazardous substances in electronic equipment and the testing standards of external, certified service providers such as VDE, TOBY or TÜV.
 LEDeXCHANGE distributes its products exclusively in the B2B marketplace and clients include Accor, Arosa, Best Western, Dorint, Holiday Inn, Maritim, Ibis and Steigenberger.","http://www.finsmes.com/2013/01/ledexchange-receives-seed-financing-high-tech-gruenderfonds.html
",FinsmesGermany
"AudioCure Pharma Raises €9M in Funding
","AudioCure Pharma GmbH, a Germany-based pharmaceutical R&D company focused on hearing loss, raised €9m in Series A funding. 
 Backers included MED-EL, a provider of hearing implant systems worldwide which received exclusive licensing rights and shares, existing investor High-Tech Gruenderfonds and other private investors.
 Led by founder and CEO Prof. Hans Rommelspacher, former head of the Department of Clinical Neurobiology in the Psychiatric Clinic at the Charité University, Berlin, and Dr. Reimar Schlingensiepen, COO, a serial entrepreneur and manager of biopharmaceutical companies, AudioCure is dedicated to the preclinical research and clinical development of novel pharmacotherapies to treat disorders of the inner ear.
 The company intends now to use the funds to get its lead candidate, the small molecule AC102, into Phase I clinical trials in auditory disorders including acute hearing loss and acute tinnitus.
 In conjunction with the funding agreement, MED-EL and AudioCure will cooperate in order to develop a preventative therapy for electrode insertion trauma (EIT).
 FinSMEs","http://www.finsmes.com/2016/11/audiocure-pharma-raises-e9m-in-funding.html
",FinsmesGermany
"futalis Raises Seed Funding from High-Tech Gründerfonds
","
 futalis, a Leipzig, Germany-based provider of an individualized dog food that is produced according to all relevant nutritional aspects of each individual dog ensuring an optimal nourishment for particularly demanding and disease-prone canines, has received seed funding from the High-Tech Gründerfonds (HTGF).
 The company intends to use the funds to launch its products starting in April 2012.
 Founded in 2011 by veterinarian and nutritionist Stefanie Schmidt, and Leipzig Graduate School of Management (HHL) graduates Janes Potthoff and Christian Hetke, futalis developed out of a research project of veterinarians from the Institute of Animal Nutrition at the University of Leipzig. Based on nine scientifically proven criteria (breed, age, weight, activity level, breeding behavior, illness, allergies and predispositions), the company determines the nutritional needs of each dog in order to derive an individual recipe and craft an optimal food that precisely meet these needs.
 Such a customized food, whose concept was patronized by the director of the Institute of Animal Nutrition Prof. Manfred Coenen, helps avoid diet-related problems such as obesity, growth disorders, kidney stones, pigment disorders, allergies and digestive disorders.","http://www.finsmes.com/2012/04/futalis-raises-seed-funding-high-tech-grunderfonds.html
",FinsmesGermany
"Ricoh to Acquire ColorGATE Digital Output Solutions
","Ricoh Company, Ltd., a Tokyo, Japan-based provider of document management solutions, IT services, commercial and industrial printing, digital cameras, and industrial systems, is to acquire Hannover, Germany-based industrial printing software company ColorGATE Digital Output Solutions GmbH. 
 This acquisition is designed to strengthen Ricoh’s industrial printing business.
 In February this year, the company announced its growth strategy plan, “RICOH Ignite,” to reinforce its value offering by expanding its printing technology portfolio. The investment in ColorGATE is the latest part of this plan.
 Founded in 1997, ColorGATE is a software provider in the printing industry with a specific competence in color management. With its extensive customer base, the company provides color management technology to support printing and decorating a wide variety of materials used for packaging, floor and wall coverings as well as textiles and signage.
 Thomas Kirschner, Co-founder of ColorGATE who will continue to serve as CEO
 Ricoh operates in approximately 200 countries and regions. In the financial year ended March 2018, the company had worldwide sales of 2,063 billion yen (approx. 19.4 billion USD).","http://www.finsmes.com/2018/11/ricoh-to-acquire-colorgate-digital-output-solutions.html
",FinsmesGermany
"Zimory Raises $20M in Funding
","Zimory, a Berlin-based company that provides carrier-grade cloud infrastructure management software, raised $20m in funding.
 The round was led by new investor Deutsche Boerse, with participation from existing investors Creathor Venture, High-Tech Gruenderfonds (HTGF), IBB Beteiligungsgesellschaft (IBB), KFW and T-Venture.
 The company intends to use the funds for international expansion, and building of its management platform for the cloud services marketplace.
 Founded in 2007 and led by Ruediger Baumann, CEO, and Dr. Hagen Hultzsch, chairman, Zimory provides carrier-grade cloud infrastructure management software that allows service providers, enterprises and cloud brokers to leverage cloud computing. Its Cloud Suite aims to automate the creation, launch and management of all types of cloud environments (public, private, virtual private or hybrid). The company has development centers in Erfurt, Germany and Minsk, Belarus, a subsidiary office in New York City.","http://www.finsmes.com/2013/07/zimory-raises-20m-funding.html
",FinsmesGermany
"Humanoo Raises Seven-Digit Funding
","Humanoo, a Berlin, Germany-based provider of a digital health companion for employees and insured persons, raised a seven-digit amount of funding.
 Backers included Creathor Ventures, Dieter von Holtzbrinck Ventures (DvH Ventures), Rheingau Founders, Rocket Internet and other investors.
 The company intends to use the funds to further expand the platform and advance cooperation with health insurance companies and insurers.
 Founded in January 2016 by CEO Philip Pogoretschnik and the Berlin-based co-founder Rheingau Founders and also led by COO Alexander Thieme, CPO Christoph Klärner and CFO Thomas Armbruster, Humanoo provides a digital health companion for employees and insured persons, which combines fitness, physiotherapy, yoga, wellbeing and nutrition.
 The app offers users individually tailored exercises, daily workouts and weekly plans, leading them to a self-set goal. All suggestions are based on the focus, fitness level and personal preferences of the user, and are continuously optimized based on the user’s feedback.
 Companies such as Deutsche Bank, P&G, Media Saturn and insurance company Gothaer are among Humanoo’s customers.","http://www.finsmes.com/2018/01/humanoo-raises-seven-digit-funding.html
",FinsmesGermany
